id,category_id,name,description,sku,price,cost,stock_quantity,brand,weight,is_active,created_at,updated_at
140,6,Gaarmiin Veenuu 3,Garmin Venu 3 - High quality smartwatches product,SMA-GAR-27795,286.85,,263,Garmin,0.05,true,2022-04-13 22:21:00,2022-04-13 22:21:00
308,13,HP Photo Printer ,HP Photo Printer - High ...,PRI-HP-84519,170.65,not available,150,HP,N/A,TRUE,2023-04-02 18:05:00,2023-04-02 18:05:00
60,3,Apple Surface Go,Apple Surface Go - High quality tablets product,TAB-APP-39408,164.67,104.12,455,APPLE,0.74,true,2024-11-09 00:49:00,2024-11-09 00:49:00
202,9,Linksys Cable Modem,Linksys Cable Modem - High quality networking product,  NET-LIN-11832  	,372.28,165.63,179,Linksys,0.33,TRUE,2024-10-07 07:03:00,2024-10-07 07:03:00
58,3,Lenovo Fire HD 10,Lenovo Fire HD 10 - High quality tablets product,TAB-LEN-15105,690.81,422.27,,Len...,0.84,EMPTY,2023-07-03 12:25:00,not a date
427,18,  Microsoft QuickBooks Online  	,Microsoft QuickBooks Online -...,SOF-MIC-47412,abc,,-200,Microsoft,0.1,,2022-03-09 10:24:00,2022-03-09 10:24:00
369,15,Google Smart Thermostat,Google Smart Thermostat - High quality smart home product,SMA-GOO-96177,147.14,116.59,-2770,Google,1.82,true,2022-09-02 09:14:00,2022-09-02 09:14:00
108,5,DJI Alpha a7 IV,DJI Alpha a7 IV - High ...,CAM-DJI-28155,1337.52,1022.81,abc,  DJI  	,1.22,true,2023-12-22 05:26:00,2023-12-22 05:26:00
454,19,Oura GTR 4,Oura GTR 4 - High quality wearables product,#N/A,324.45,176.29,306,"Oura
",-3,true,2023-01-28 20:55:00,2023-01-28 20:55:00
187,8,Anker Power Strip,Anker Power Strip - High quality accessories product,ACC-AN...,54.04,27.53,20,???,0.32,true,2024-06-14 01:00:00,1718326800
391,16,,Holy Stone FPV Drone - High quality drones product,DRO-HOL-84483,,null,63,Holy Stone,1.55,true,EMPTY,2024-11-23 12:18:00
401,17,UGREEN HDMI 2.1 Cable 10ft,UGREEN HDMI 2.1 Cable 10ft - High...,,25.14,$19.61,162,UGREEN,290,true,2022-11-27 09:49:00,2022-11-27 09:49:00
15,1,Sony Pro Max 256GB,not available,SMA-SON-88735,491.15,202.47,-448,Sony,0.47,false,2024-03-23 00:27:00,2024-03-23 00:27:00
218,9,Linksys Range Extender,  Linksys Range Extender - High quality networking product  	,NET-LIN-15714,304.97,189.21,230,Lin...,-191,,02-02-2023,2023-02-02 23:52:00
387,16,Skydio Mavic 3 Classic,Skydio Mavic 3 Classic - High quality drones product,DRO-SKY-85008,TBD,550.47,None,Skydio,1.17,true,2022-12-21 21:55:00,
486,20,,UAG Wallet Folio - High quality phone cases product,PHO-UAG-36240,11.5,9.14,342,UAG,-0.15,,2024-10-17 01:29:00,2024-10-17 01:29:00
241,10,Crucial 128...,Crucial 128GB USB Drive - High quality storage product,STO-CRU-42289,293.11,211.85,29,Cruuciiaal,0.33,true,,
64,3,APPLE FIRE HD 10,Apple Fire HD 10 - High quality tablets product,TAB-APP-44485,284.09,197.83,56,Apple,0.77,null,2023-07-10 03:06:00,2023-07-10 03:06:00
134,6,Fitbit Pixel Watch 2,Fitbit Pixel Watch 2 - High ...,SMA-FIT-63067,142.15,98.18,62,Fitbit,#N/A,true,2024-02-04 07:31:00,2024-02-04 07:31:00
213,9,TP-Link WiFi 6E Router,TP-Link WiFi 6E Router - High quality networking product,NET-TP--45701,356.59,,111,TP-Link,,true,2022-10-10 21:45:00,2022-10-10 21:45:00
391,16,,Holy Stone FPV Drone - High quality drones product,DRO-HOL-84483,,null,63,Holy Stone,1.55,true,EMPTY,2024-11-23 12:18:00
445,18,Adobe Office 365 1-Year,Adobe Office 365 1-Year - High quality software product,SOF-ADO-63737,280.72,134.62,393,,-0.04,true,2023-11-07 18:20:00,2023-11-07 18:20:00
329,14,EVGA 32GB DDR5 RAM,EVGA 32GB DDR5 RAM - High quality computer components product,COM-EVG-82844,,-5157.200000000001,280,,570,true,,
184,8,Belkin Screen Protector 3-Pack,Belkin Screen Protector 3-Pack - High quality accessories product,ACC-BEL-44468,29.21,16.97,459,,0.39,true,2023-02-08 22:28:00,2023-02-08 22:28:00
325,13,UNKNOWN,HP All-in-One Inkjet - High quality printers product,PRI-HP-27633,210.49,101.3,388,HP,,true,2024-09-10 19:15:00,2024-09-10 19:15:00
79,4,APPLE FREE BUDS,Apple Free Buds - High quality headphones product,HEA-APP-29664,N/A,68.97,491,Apple,null,true,2023-08-10 01:41:00,2023-08-10 01:41:00
422,17,  Apple USB-C to Lightning 6ft  	,Apple USB-C to Lightning 6ft - High quality cables & adapters product,CAB-AP...,15.52,8.69,56,Ap...,0.07,true_typo,2022-11-16 19:39:00,
116,5,Sony Hero 12 Black,SONY HERO 12 BLACK - HIGH QUALITY CAMERAS PRODUCT,CAM-SON-18090,453.8,209.58,123,Sony,0.59,,2024-04-07 02:46:00,2024-04-07 02:46:00
314,13,Xerox Color LaserJet,Xerox Color LaserJet - High quality printers product,PRI-XER-90537,-194.45,113.32,0,Xe...,9.66,true,2023-07-12 00:51:00,2023-07-12 00:51:00
16,1,Google Pro Max 256GB,Google Pro Max 256GB - High quality smartphones product,TBD,1075.44,,Inf,Google,EMPTY,TRUE,2024-09-23 14:29:00,2024-09-23 14:29:00
384,16,Autel Beginner Drone,AUTEL BEGINNER DRONE - HIGH QUALITY DRONES PRODUCT,,133.8,58.19,182,Au...,,true,,2022-07-14 19:58:00
12,1,Motorola Ultra 5G,Motorola Ultra 5G - High quality smartphones product,,1196.9,831.88,306,Motorola,0.43,true,,2022-06-17 04:51:00
118,5,EMPTY,Caanoon EEOOS R50 - Hiigh quuaaliity caameeraas prooduuct,CAM-CAN-72055,309.46,,288,Canon,,TRUE,2024-04-20 10:20:00,2024-04-20 10:20:00
57,3,"LENOVO MINI 8.3""","Lenovo Mini 8.3"" - High quality tablets product",,206.29,106.2,-2700,Lenovo,1.33,true,2023-10-15 01:51:00,2023-10-15 01:51:00
21,1,Apple Z Flip,Apple Z Flip - High quality smartphones product,SMA-APP-94895,1194.48,726.99,117.00000000000001,Apple,0.3,true,2024-12-25 09:11:00,2024-12-25 09:11:00
321,13,Epson Tank Printer,Epson Tank Printer - High quality printers product,PRI-EPS-81243,465.62,261.53,404,Epson,11.82,true,2024-04-03 14:46:00,2024-04-03 14:46:00
359,15,ecobee Smart Thermostat,ecobee Smart Thermostat - High quality smart home product,SMA-EC...,N/A,111.14,310,ecobee,1.26,true,2024-10-18 10:23:00,2024-10-18 10:23:00
264,11,Bose Bookshelf Speakers,Bose Bookshelf Speakers - High quality audio product,AAUUD-BOOS-57249,416.11,None,292,Bose,4.66,true,2023-09-24 22:47:00,2023-09-24 22:47:00
180,8,"Apple MagSafe Charger
",Apple MagSafe Charger - High quality accessories product,  ACC-APP-49472  	,34.7,,484,Ap...,N/A,true,2024-06-13 01:48:00,2024-06-13 01:48:00
268,11,  Sonos Bookshelf Speakers  	,Sonos Bookshelf Speakers -...,AUD-SON-60468,-454.59,,414,Sonos,7.11,  true  ,2023-05-10 05:42:00,2023-05-10 05:42:00
76,4,Apple Tune 770NC,Apple Tune 770NC - High quality headphones product,HEA-APP-81534,88.35,,195,Apple,0.27,false,2022-09-06 08:32:00,2022-09-06 08:32:00
356,15,Philips Hue Smart Plug 2-Pack,Philips Hue Smart Plug 2-Pack - High quality smart home product,SMA-PHI-14256,287.96,138.13,,Philips Hue,1.69,true,2023-05-10 10:13:00,2023-05-10 10:13:00
311,13,Xerox Portable Printer,Xerox Portable Printer - High quality printers product,PRI-XER-93113,253.11,,356,Xerox,12.52,true,2022-04-12 02:41:00,2022-04-12 02:41:00
492,20,Casetify Silicone Case,Casetify Silicone Case - High quality phone cases product,PHO-CAS-61352,12.11,7.25,120,,0.12,true_typo,2022-06-09 17:38:00,
121,5,DJI EOS R50,DJI EOS R50 - High quality cameras product,CAM-DJI-20717,NaN,N/A,209,DJI,1.01,true,2023-06-20 18:30:00,
34,2,"Razer Chromebook 14""","Razer Chromebook 14"" - High quality laptops product",,EMPTY,$251.16,137,Razer,4.73,true,2022-10-16 21:36:00,2022-10-16 21:36:00
49,2,"MSI Business 15""","MSI Business 15"" - High quality laptops product",LAP-MSI-31964,1546.73,1190.02,206,MSI,4.77,,,2024-04-14 05:15:00
80,4,Sony QuietComfort 45,Sony QuietComfort 45 - High quality headphones product,HEA-SON-74581,538.35USD,264.06,197,Sony,-2.6,,  2023-05-03 17:53:00  ,2023-05-03 17:53:00
183,8,,Belkin Power Strip - High quality accessories product,ACC-BEL-27560,91.53,46.08,144,Belkin,N/A,true,2024-05-09 01:22:00,2024-05-09 01:22:00
346,14,--,G.Skill Ryzen 9 CPU - High quality computer components product,null,,542.69,50,G.Skill,1.21,true,TBD,2023-06-20 04:02:00
472,19,Amazfit R...,,WEA-AMA-21247,237.45,150.43,82.00000000000001,Ama...,0.09,true,2024-01-20 08:22:00,2024-01-20 08:22:00
253,11,Harman Kardon Studio Monitor,Harman Kardon Studio Monitor - High quality audio product,AUD-HAR-49744,591.26,-327.79,EMPTY,Harman Kardon,2.51,false,  2024-07-01 11:26:00  ,2024-13-45
298,12,"SONY 43"" SMART TV","Sony 43"" Smart TV - High quality tvs & monitors product",TVS-SON-49680,174.86,138.04,null,Sony,12.6,true,2023-01-14 23:03:00,2023-01-14 23:03:00
170,7,not available,Nintendo Gaming Headset - High quality gaming product,,88.55,52.14,16,Nintendo,2.37,true,2023-11-06 19:46:00,2023-11-06 19:46:00
172,7,SteeeelSeeriiees Gaamiing Moouusee,SteelSeries Gaming Mouse - High quality gaming product,GAM-STE-78645,73.22,47.87,396,SteelSeries,-146,true,2024-10-22 03:37:00,2024-10-22 03:37:00
27,2,"Razer Pro 14""",,LAP-RAZ-49237,1644.23USD,939.31,,Razer,4.31,true,2022-05-23 02:56:00,2022-05-23 02:56:00
114,5,GoPro DSLR Kit,,CAM-GOP-75565,660.27,384.89,151,GoPro,1.72,true,2022-09-20 21:01:00,2022-09-20 21:01:00
124,5,,DJI DSLR Kit - High quality cameras product,CAM-DJI-27796,268.15,208.75,Inf,DJI,1.31,true,2023-06-18 17:58:00,2023-06-18 17:58:00
18,1,Soony FEE 5G,Sony FE 5G - High quality smartphones product,SMA-SON-30814,580.92,-3409,162,,0,true,2024-06-08 02:11:00,2024-06-08 02:11:00
195,8,Anker Phone Stand,Anker Phone Stand - High quality accessories product,ACC-ANK-11608,90.98,51.98,-379,Anker,0.09,true,2022-07-25 12:18:00,2022-07-25 12:18:00
286,12,"BenQ 49"" Ultrawide","BenQ 49"" Ultrawide - High quality tvs & monitors product",TVS-BEEN-40588,2462.98,1088.68,302,,-20.2,TRUE,2024-04-04 20:04:00,2024-04-04 20:04:00
178,8,Belkin Wireless Charging Pad,Beelkiin Wiireeleess Chaargiing Paad - Hiigh quuaaliity aacceessooriiees prooduuct,ACC-BEL-51969 ,-99,-659,-471,Belkin,0.21,true,2024-09-22 20:35:00,2024-09-22 20:35:00
487,20,Casetify W...,Casetify Wallet Folio - High quality phone cases product,PHO-CAS-32987,31.36,23.09,365,Casetify,0.1,TRUE,2024-12-27 21:14:00,2024-12-27 21:14:00
102,5,,,CAM-NIK-22575,1266.45,598.53,276,Nikon,1.33,null,2023-01-09 10:53:00,2023-01-09 10:53:00
155,7,SteelSeries Arcade Stick,SteelSeries Arcade Stick - High quality gaming product,GAM-ST...,UNKNOWN,62.68,474,SteelSeries,1.55,,2024-02-11 15:58:00,2024-02-11 15:58:00
452,19,Fitbit Ring Gen 3,Fitbit Ring Gen 3 - High quality wearables product,,189.52,85.38,91,Fitbit,0.08,true,2023-08-03 04:35:00,2023-08-03 04:35:00
458,19,Oura Health Monitor Band,Oura Health Monitor Band - High quality wearables product,WEA-OUR-64117,-2290.3,97.6,,Oura,,true,2022-03-28 00:33:00,2022-03-28 00:33:00
337,14,Intel RTX 4070 GPU,Intel RTX 4070 GPU - High quality computer components product,COM-INT-78691,"1,053.26",589.06,140,Intel,2.11,,2022-10-06 20:37:00,2022-10-06 20:37:00
86,4,Sony WH-1000XM5,Sony WH-1000XM5 - High quality headphones product,HEA-SON-87611,500.57,287.39,79,Sony,0.14,false,2024-04-06 13:02:00,2024-04-06 13:02:00
117,5,Fujifilm Action 4,,CAM-FUJ-52429,897.79,565.52,319,Fuji...,0.31,true,2022-01-17 08:37:00,2022-01-17 08:37:00
323,13,HP TANK PRINTER,HP Tank Printer - High quality printers product,PRI-HP-57673,501.23,326.6,206,HP,,true,2023-10-08 03:05:00,2023-10-08 03:05:00
289,12,"Sony 65"" QLED","Soony 65"" QLEED - Hiigh quuaaliity tvs & mooniitoors prooduuct",TVS-SON-18659,1532.46,-748.97,246,Sony,19.12,true,2023-12-11 04:01:00,2023-12-11 04:01:00
142,999994,Garmin Venu 3,GARMIN VENU 3 - HIGH QUALITY SMARTWATCHES PRODUCT,SMA-GAR-87121,,337.64,339,Garmin,-0.04,true,2023-05-07 01:02:00,2023-05-07 01:02:00
20,1,OnePlus Mini,OnePlus Mini - High quality smartphones product,SMA-ONE-60379,242.45,160.24,286,OnePlus,0.41,true,2024-06-16 23:21:00,2024-06-16 23:21:00
56,3,Microsoft Surface Go,Microsoft Surface Go - High quality tablets product,TAB-MIC-16121,1102.12,685.24,219,Microsoft,1.3,,2024-08-03 22:43:00,2024-08-03 22:43:00
474,19,Whoop C...,Whoop Charge 6 - High quality wearables product,WEA-WHO-63868,212.23,N/A,,Whoop,-7.000000000000001,true,2024-03-16 01:27:00,
96,4,Sennheiser QuietComfort 45,Sennheiser QuietComfort 45 - High quality headphones product,,414.49,330.19,,Sennheiser,-31,true,2024-10-22 01:32:00,2024-10-22 01:32:00
95,999999,Beeaats Stuudiioo Proo,"Beats Studio Pro - High quality headphones product
",HEA-BEA-56580,534.2,396.71,NaN,Beats,0.21,#N/A,2022-05-25 17:47:00,2022-05-25 17:47:00
487,20,Casetify W...,Casetify Wallet Folio - High quality phone cases product,PHO-CAS-32987,31.36,23.09,365,Casetify,0.1,TRUE,2024-12-27 21:14:00,2024-12-27 21:14:00
393,16,DJI Air 3,DJI Air 3 - High qu...,DRO-DJ...,986.57,615.55,,DJII,0,,08-28-2024,2024-08-28 19:41:00
126,6,,Google Pixel Watch 2 - High quality smartwatches product,SMA-GOO-61298,766.95,419.99,286,Google,0.08,true,2023-07-24 03:01:00,2023-07-24 03:01:00
