id,customer_id,order_id,type,subject,message,status,priority,created_at,resolved_at
705,553,,,Is this item in stock?,I placed an order 3 days ago and haven't received any shipping updates. Could you please let me know the current status?,resolved,medium,2024-08-01 01:50:09,06.08.2024
1229,2569,2159,question,What payment methods do you accept?,I'm looking at a product on your site and wondering if it's compatible with my current setup. Can someone help me verify?,,medium,???,2022-11-19 22:59:43
1084,1871,2879,SUGGESTION,Expand product selection,A loyalty rewards program would make me shop here even more often. Points for purchases that can be redeemed for discounts would be amazing.,open,MEDIUM,2025-06-08 01:06:41,
369,2430,,complaint,Order arrived damaged,My order arrived today but the box was completely crushed and the product inside is damaged. This is unacceptable and I need a replacement sent immediately.,  closed  ,medium,2025-03-31 22:34:19,2025-04-07 22:34:19
1111,3113,8920,question,What payment methods do you accept?,I'm looking at a product on your site and wondering if it's compatible with my current setup. Can someone help me verify?,null,high,"Jun 24, 2025",
170,2169,,complaint,Order arrived damaged,The product I received looks nothing like the photos on the website. The quality is much lower than advertised. I want a full refund.,resolved,  low,???,2025-06-13 01:55:28
1047,1069,,question,What payment methods do you accept?,Just checking on the warranty coverage for electronics. Does it cover accidental damage or just manufacturing defects?,resolved,low,2025-06-01 01:40:05,2025-06-05 01:40:05
37,4606,9820,question,What payment methods do you accept?,I placed an order 3 days ago and haven't received any shipping updates. Could you please let me know the current status?,closed,,2024-08-01 08:33:03,2024-08-03 08:33:03
678,1103,,,Do you offer p...,Just checking on the warranty coverage for electronics. Does it cover accidental damage or just manufacturing defects?,closed,low,2025-06-12 11:00:28,2025-06-15 11:00:28
1312,4788,,complaint,Poor customer service experience,The product I received looks nothing like the photos on the website. The quality is much lower than advertised. I want a full refund.,open,,2025-03-06 22:35:03,
1273,2947,7284,question,Doo yoouu ooffeer priicee maatchiing?,null,open_typo,low,2025-02-13 14:41:40,
311,1846,9776,complaint,Package was lost,My order arrived today but the box was completely crushed and the product inside is damaged. This is unacceptable and I need a replacement sent immediately.,in_progress,medium,2024-03-22 03:23:14,--
409,2717,,suggestion,Expand produ...,It would be great if you could add more payment options like cryptocurrency or buy-now-pay-later services. I think a lot of customers would appreciate it.,resolved,low,#N/A,2025-06-19 10:29:06
489,2996,525,complaint,Poor customer service experience,My order was supposed to arrive last week and the tracking hasn't updated in 5 days. This is extremely disappointing service.,resolved,high,2025-06-29 03:42:49,2025-07-05 03:42:49
920,1065,,complaint,  Missing items from my order  	,,closed,high,,2024-11-12 09:45:25
763,4081,,,Do you offer p...,,resolved,medium,2025-06-13 18:20:39,2025-06-15 18:20:39
1100,3007,,question,Can I change my shipping address?,JUST CHECKING ON THE WARRANTY COVERAGE FOR ELECTRONICS. DOES IT COVER ACCIDENTAL DAMAGE OR JUST MANUFACTURING DEFECTS?,resolved,MEDIUM,2022-07-02 15:28:32,TBD
445,436,3090,,Missing items...,The product I received looks nothing like the photos on the website. The quality is much lower than advertised. I want a full refund.,resolved,None,2025-06-19 14:28:49,not a date
951,1743,2525,complaint,Order arrived damaged,Thee prooduuct II reeceeiiveed looooks noothiing liikee thee phootoos oon thee weebsiitee. Thee quuaaliity iis muuch looweer thaan aadveertiiseed. II waant aa fuull reefuund.,resolved,high,2024-05-12 13:49:16,2024-05-17 13:49:16
616,2485,1000017,complaint,  Package was lost  	,,resolved,medium,2024-08-08 20:08:19,2024-08-10 20:08:19
106,12,,suggestion,Better packaging needed,YOUR MOBILE APP COULD REALLY USE SOME IMPROVEMENTS. THE SEARCH FUNCTION IS SLOW AND FILTERING PRODUCTS IS NOT INTUITIVE.,  resolved  ,,2025-06-05 06:50:47,2025-06-07 06:50:47
39,2122,1968,question,Where is my tracking number?,I'm looking at a product on your site and wondering if it's compatible with my current setup. Can someone help me verify?,RESOLVED,medium,2025-06-14 15:25:45,2025-06-15 15:25:45
576,546,,QUESTION,Can I change my shipping address?,I need to change the shipping address on my recent order. Is that still possible at this point?,resolved,low,2024-04-12 23:59:49,2024-04-18 23:59:49
780,1277,1811,suggestion,TBD,A loyalty rewards program would make me shop here even more often. Points for purchases that can be redeemed for discounts would be amazing.,resolved,low,2024-09-28 12:36:49,2024-09-29 12:36:49
155,4837,1907,N/A,#N/A,I need to change the shipping address on my rec...,resolved,low,2025-06-26 12:50:42,2025-07-01 12:50:42
531,3980,7336,question,How long is the warranty?,I placed an order 3 days ago and haven't received any shippi...,RESOLVED,medium,2025-01-08 23:48:09,2025-01-09 23:48:09
1310,3326,,question,Do you offer price matching?,"I need to change the shipping address on my recent order. Is that still possible at this point?
",None,medium,2025-06-16 16:58:20,not a date
429,4512,,question,Can I cancel my order?,I need to change the shipping address on my recent order. Is that still possible at this point?,resolved,LOW,2025-06-17 19:37:22,2025-06-19 19:37:22
132,3125,1525,complaint,Refund not processed,My order arrived today but the box was completely crushed and the product inside is damaged. This is unacceptable and I need a replacement sent immediately.,closed,high,2024-06-07 16:23:25,
1465,2281,2187,QUESTION,How do I return an item?,,open,medium,2025-06-11 12:14:29,#N/A
450,3442,7987,complaint,Late delivery,My order arrived today but the box was completely crushed and the product inside is damaged. This is unacceptable and I need a replacement sent immediately.,closed,low,2025-06-29 01:58:55,2025-07-04 01:58:55
703,2028,,complaint,Refund not processed,The product I received looks nothing like the photos on the website. The quality is much lower than advertised. I want a full refund.,RESOLVED,high,2025-01-24 00:49:47,2025-01-30 00:49:47
453,2494,7454,complaint,Package ...,My order arrived today but the box was completely crushed and the product inside is damaged. This is unacceptable and I need a replacement sent immediately.,resolved,high,2025-06-24 07:51:16,2025-06-26 07:51:16
335,4014,5612,COMPLAINT,Poor customer service experience,MY ORDER WAS SUPPOSED TO ARRIVE LAST WEEK AND THE TRACKING HASN'T UPDATED IN 5 DAYS. THIS IS EXTREMELY DISAPPOINTING SERVICE.,resolved,low,2025-06-21 00:23:33,2025-06-26 00:23:33
287,3111,,,Can I change my shipping address?,Just checking on the warranty coverage for electronics. Does it cover accidental damage or just manufacturing defects?,closed,Low,2023-11-06 09:31:22,2023-11-07 09:31:22
569,3079,,complaint,Product not as described,My order arrived today but the box was completely crushed and the product inside is damaged. This is unacceptable and I need a replacement sent immediately.,RESOLVED,#N/A,2024-02-22 04:13:10,2024-02-29 04:13:10
754,733,5940,question,What payment methods do you accept?,I need to change the shipping address on my recent order. Is that still possible at this point?,open,low,2025-06-23 06:18:01,
238,837,,complaint,Package was lost,The product I received looks nothing like the photos on the website. The quality is much lower than advertised. I want a full refund.,resolved,LOW,,2023-12-25 08:09:38
670,1766,4997,question,null,Just checking on the warranty coverage for electronics. Does it cover accidental damage or just manufacturing defects?,closed,MEDIUM,2023-10-24 03:42:16,2023-10-30 03:42:16
640,452,8996,suggestion,  Expand product selection  	,It would be great if you could add more payment options like cryptocurrency or buy-now-pay-later services. I think a lot of customers would appreciate it.,resolved,medium,2025-06-02 18:03:47,2025-06-04 18:03:47
504,3870,,question,When will my order ship?,Just checking on the warranty coverage for electronics. Does it cover accidental damage or just manufacturing defects?,resolved,medium,2025-06-10 18:29:51,2025-06-17 18:29:51
1355,50,9400,complaint,Defective product received,UNKNOWN,CLOSED,high,,2025-05-09 09:49:31
377,4451,,suggestion,Better packaging needed,I think you should consider using more sustainable packaging materials. The amount of plastic in my last shipment was excessive.,open,medium,2025-06-19 09:13:40,
195,4471,,question,When will my order ship?,I placed an order 3 days ago and haven't received any shipping updates. Could you please let me know the current status?,closed_typo,low,2025-06-19 10:37:21,2025-06-22 10:37:21
591,1205,1569,suggestion,Beetteer paackaagiing neeeedeed,A loyalty rewards program would make me shop here even more often. Points for purchases that can be redeemed for discounts would be amazing.,resolved,low,
275,3132,,complaint,  Order arrived damaged  	,I received a completely wrong item. I ordered a laptop charger and got a phone case instead. Very frustrated with this mistake.,resolved,high,2024-05-23 17:53:09,2024-05-28 17:53:09
911,803,2796,complaint,Poor customer service experience,My order was supposed to arrive last week and the tracking hasn't updated in 5 days. This is extremely disappointing service.,resolved,high,2024-02-29 02:07:03,
688,192,6629,question,,I placed an order 3 days ago and haven't received any shipping updates. Could you please let me know the current status?,closed,medium,2025-06-24 00:44:08,
892,3861,,complaint,Product not as described,My order arrived today but the box was completely crushed and the product inside is damaged. This is unacceptable and I need a replacement sent immediately.,in_progress,low,2025-06-11 13:22:41,
410,3709,5670,complaint,Product not as described,MY ORDER WAS SUPPOSED TO ARRIVE LAST WEEK AND THE TRACKING HASN'T UPDATED IN 5 DAYS. THIS IS EXTREMELY DISAPPOINTING SERVICE.,open,null,2025-06-15 01:22:17,
805,2303,,question,Is this item in stock?,Just checking on the warranty coverage for electronics. Does it cover accidental damage or just manufacturing defects?,resolved,low,2025-06-09 06:09:21,2025-06-15 06:09:21
1316,3949,9348,question,When will my order ship?,,resolved,low,2025-06-14 20:48:43,2025-06-21 20:48:43
1027,4666,,complaint,,I received a completely wrong item. I ordered a laptop charger and got a phone case instead. Very frustrated with this mistake.,closed,high,2025-06-13 21:31:34,2025-06-20 21:31:34
605,4982,2677,question,Hoow loong iis thee waarraanty?,Just checking on the warranty coverage for electronics. Does it cover accidental damage or just manufacturing defects?,closed,medium,2023-09-13 11:46:38,2023-09-14 11:46:38
27,400,2380,question,Can I change my shipping address?,Just checking on the warranty coverage for electronics. Does it cover accidental damage or just manufacturing defects?,resolved,medium,2025-06-16 07:33:10,2025-06-21 07:33:10
34,3883,,suggestion,Faster shipping options,,resolved,low,,2025-06-27 05:28:02
519,3185,32,QUESTION,Can I cancel my order?,I'm looking at a product on your site and wondering if it's compatible with my current setup. Can someone help me verify?,closed,high,2025-06-03 22:21:03,2025-06-08 22:21:03
255,4090,5688,COMPLAINT,Wrong item received,I received a completely wrong item. I ordered a laptop charger and got a phone case instead. Very frustrated with this mistake.,resolved,high,2025-06-26 09:41:39,
916,2747,678,,Order arrived damaged,The product I received looks nothing like the photos on the website. The quality is much lower than advertised. I want a full refund.,closed,,2024-07-11 01:59:20,1720835960
1164,710,6455,question_typo,What payment methods do you accept?,I need to change the shipping address on my recent order. Is that still possible at this point?,open,medium,2025-06-11 17:10:48,
1006,4803,,,Late delivery,The product I received looks nothing like the photos on the website. The quality is much lower than advertised. I want a full refund.,in_progress,medium,2023-03-15 12:08:56,
1194,1456,,praise,Love the product quality,"Wow, my order arrived in just 2 days! The product was packaged beautifully and works perfectly. This is why I keep coming back.",,low,2025-04-13 05:20:12,
405,4005,3006,question,Is this item in stock?,I need to change the shipping address on my recent order. Is that still possible at this point?,open,high,2025-05-22 04:13:47,
384,2870,,suggestion,Improve return process,It would be great if you could add more payment options like cryptocurrency or buy-now-pay-later services. I think a lot of customers would appreciate it.,resolved,low,,2024-01-19 01:44:44
544,4185,5583,praise,Love the product quality,I just wanted to say your customer support team is incredible! They resolved my issue within minutes and were so friendly. Keep it up!,resolved,  low,2024-07-13 23:42:20,2024-07-19 23:42:20
570,3066,450,complaint,Poor customer service experience,I received a completely wrong item. I ordered a laptop charger and got a phone case instead. Very frustrated with this mistake.,closed,,2024-02-20 00:45:45,2024-02-24 00:45:45
808,3159,9758,question,Where is my tracking number?,I'm looking at a product on your site and wondering if it's compatible with my current setup. Can someone help me verify?,OPEN,,2023-08-30 21:13:35,
880,4293,8365,question,Where is my tracking number?,I need to change the shipping address on my recent order. Is that still possible at this point?,open,low,2025-06-29 05:33:45,N/A
1269,4942,6115,complaint,Wrong item received,My order arrived today but the box was completely crushed and the product inside is damaged. This is unacceptable and I need a replacement sent immediately.,in_progress,high,2023-09-17 08:10:04,
1178,3330,832,complaint,Poor customer service experience,UNKNOWN,OPEN,MEDIUM,2025-03-24 02:27:24,
401,2193,,,,I'm looking at a product on your site and wondering if it's compatible with my current setup. Can someone help me verify?,resolved,low,2025-06-29 17:29:46,2025-07-06 17:29:46
322,2611,,null,,My order arrived today but the box was completely crushed and the product inside is damaged. This is unacceptable and I need a replacement sent immediately.,in_progress,,2024-10-31 19:59:44,
87,3785,4952,,How do I return an item?,I placed an order 3 days ago and haven't received any shipping updates. Could you please let me know the current status?,closed,high,2025-06-06 00:05:05,2025-06-07 00:05:05
213,3603,,question,Is this produ...,,closed,HIGH,3025-06-04 15:49:09,2025-06-06 15:49:09
958,2315,,,Caan II caanceel my oordeer?,I'm looking at a product on your site and wondering if it's compatible with my current setup. Can someone help me verify?,open,high,2025-06-19 00:40:44,
772,2661,,,Fantastic product selection,"Wow, my order arrived in just 2 days! The product was packaged beautifully and works perfectly. This is why I keep coming back.",open,low,2025-06-14 16:06:20,
1153,1821,2302,question,Can I change my shipping address?,Just checking on the warranty coverage for electronics. Does it cover accidental damage or just manufacturing defects?,open,medium,not available,
743,947,,complaint,Late delivery,  I received a completely wrong item. I ordered a laptop charger and got a phone case instead. Very frustrated with this mistake.  	,open,HIGH,2025-06-24 18:32:04,
89,3269,3627,QUESTION,Is this item in stock?,Just checking on the warranty coverage for electronics. Does it cover accidental damage or just manufacturing defects?,in_progress,,2025-06-27 02:50:43,
1011,4287,7713,  complaint  ,Wrong item received,I received a completely wrong item. I ordered a laptop charger and got a phone case instead. Very frustrated with this mistake.,open_typo,low,2025-06-12 01:26:16,
231,4351,4581,SUGGESTION,Expand product selection,Your mobile app could really use some improvements. The search function is slow and filtering products is not intuitive.,,medium,2025-06-24 23:41:11,2025-06-25 23:41:11
537,2416,3175,complaint,,The product I received looks nothing like the photos on the website. The quality is much lower than advertised. I want a full refund.,open,medium,2025-06-03 19:00:20,
809,448,,question,Can I cancel my order?,I'm looking at a product on your site and wondering if it's compatible with my current setup. Can someone help me verify?,resolved,medium,2023-04-30 22:58:22,
1303,2666,7832,complaint_typo,Poor customer service experience,My order arrived today but the box was completely crushed and the product inside is damaged. This is unacceptable and I need a replacement sent immediately.,resolved,high,2025-06-03 08:52:07
740,2101,,question,Can I cancel my order?,I'm looking at a product on your site and wondering if it's compatible with my current setup. Can someone help me verify?,RESOLVED,LOW,2025-04-05 22:45:29,2025-04-11 22:45:29
460,4994,,complaint_typo,,I received a completely wrong item. I ordered a laptop charger and got a phone case instead. Very frustrated with this mistake.,resolved,high,2025-06-26 16:18:26,
992,4438,7942,complaint,,The product I received looks nothing like the photos on the websit...,resolved,high,2025-06-23 10:19:18,2025-06-26 10:19:18
66,4378,3167,suggestion_typo,Improve return process,  Your mobile app could really use some improvements. The search function is slow and filtering products is not intuitive.  	,closed,low,2024-08-03 20:40:32,2024-08-10 20:40:32
778,2256,,PRAISE,Love the product quality,Thee neew weebsiitee reedeesiign iis faantaastiic. EEveerythiing iis eeaasy too fiind aand thee cheeckoouut prooceess iis seeaamleess. Greeaat joob too thee whoolee teeaam!,  closed  ,  low,2024-09-16 13:59:35,09-19-2024
558,1538,581,suggestion,Add more payment options,Yoouur moobiilee aapp coouuld reeaally uusee soomee iimprooveemeents. Thee seeaarch fuunctiioon iis sloow aand fiilteeriing prooduucts iis noot iintuuiitiivee.,resolved,medium,2025-06-01 15:37:37,2025-06-06 15:37:37
696,202,,praise,,"Wow, my order arrived in just 2 days! The product was packaged beautifully and works perfectly. This is why I keep coming back.",in_progress,Low,2024-08-07 11:41:16,
1434,2229,4029,QUESTION,When will my order ship?,,in_progress,  medium  ,,
1249,603,,suggestion,,,CLOSED ,medium,None,2025-06-27 22:41:36
486,934,4962,complaint,Defective product received,II reeceeiiveed aa coompleeteely wroong iiteem. II oordeereed aa laaptoop chaargeer aand goot aa phoonee caasee iinsteeaad. Veery fruustraateed wiith thiis miistaakee.,IN_PROGRESS,low,2024-06-02 04:51:23,
241,2221,,praise,Smooth chec...,"Wow, my order arrived in just 2 days! The product was packaged beautifully and works perfectly. This is why I keep coming back.",,medium,2025-05-04 23:10:20,2025-05-05 23:10:20
578,1508,4897,,Improve return process,--,closed,medium,2024-12-11 17:54:36,2024-12-18 17:54:36
846,2885,6226,suggestion,Add more payment options,,closed_typo,high,2025-06-25 14:45:36,2025-06-26 14:45:36 
271,451,9792,TBD,???,I'm looking at a product on your site and wondering if it's compatible with my current setup. Can someone help me verify?,resolved,high,2025-06-25 18:24:01,
1108,1732,3942,question,How long is the warranty?,I'm looking at a product on your site and wondering if it's compatible with my current setup. Can someone help me verify?,in_progress,LOW,2025-03-26 18:21:29,
1049,1387,,suggestion,Add product comparison feature,A loyalty rewards program would make me shop here even more often. Points for purchases that can be redeemed for discounts would be amazing.,open,low,2025-06-26 02:46:06,
903,441,2247,praise,not available,Your product selection is the best I've found online. The prices are competitive and the quality is consistently excellent.,resolved,medium,,2024-09-18 07:10:50
485,4327,3844,  suggestion  ,Add more payment options,A loyalty rewards program would make me shop here even more often. Points for purchases that can be redeemed for discounts would be amazing.,open,medium,2025-06-05 11:29:28,
1302,1143,4033,praise,Love the product quality,YOUR PRODUCT SELECTION IS THE BEST I'VE FOUND ONLINE. THE PRICES ARE COMPETITIVE AND THE QUALITY IS CONSISTENTLY EXCELLENT.,OPEN,medium,2025-06-02 09:53:15,
1441,2712,,question,CAN I CHANGE MY SHIPPING ADDRESS?,I need to change the shipping address on my recent order. Is that still possible at this point?,resolved_typo,medium,2023-07-12 21:47:41,TBD
579,3315,3767,complaint,None,My order arrived today but the box was completely crushed and the product inside is damaged. This is unacceptable and I need a replacement sent immediately.,resolved,high,2025-06-02 18:10:51,2025-06-08 18:10:51
1219,2762,6108,complaint,,My order was supposed to arrive last week and the tracking hasn't updated in 5 days. This is extremely disappointing service.,RESOLVED,high,2025-06-07 07:00:58,2025-06-14 07:00:58
297,810,,suggestion,Better search...,A loyalty rewards program would make me shop here even more often. Points for purchases that can be redeemed for discounts would be amazing.,closed,low,2025-06-09 03:12:22,2025-06-12 03:12:22 
117,3765,6075,question,When will my order ship?,I'm looking at a product on your site and wondering if it's compatible with my current setup. Can someone help me verify?,in_progress,low,2025-06-14 17:39:47,
243,996,7971,praise,Keep up the great work!,"WOW, MY ORDER ARRIVED IN JUST 2 DAYS! THE PRODUCT WAS PACKAGED BEAUTIFULLY AND WORKS PERFECTLY. THIS IS WHY I KEEP COMING BACK.",resolved,low,2025-04-13 14:51:25,N/A
29,1608,,praise,Keep up the great work!,"Wow, my order arrived in just 2 days! The product was packaged beautifully and works perfectly. This is why I keep coming back.",resolved,LOW,2025-06-12 22:17:30,2025-06-14 22:17:30
1348,1315,8106,question,"How long is the warranty?
",I need to change the shipping address on my recent order. Is that still possible at this point?,resolved,medium,2025-06-03 08:59:16,not a date
823,1019,4812,suggestion,Faster shipping options,It would be great if you could add more payment options like cryptocurrency o...,resolved,,2022-03-29 05:20:48,2022-03-31 05:20:48
1216,3203,6263,complaint,Late delivery,The product I received looks nothing like the photos on the website. The quality is much lower than advertised. I want a full refund.,RESOLVED,high,,2025-06-07 13:38:36
1399,3571,1083,question,Can I cancel my order?,I'm looking at a product on your site and wondering if it's compatible with my current setup. Can someone help me verify?,open,medium,2025-06-16 12:54:53,
475,785,2767,praise,Fast shipping - impressed!,Your product selection is the best I've found online. The prices are competitive and the quality is consistently excellent.,resolved,low,2024-10-29 01:23:29,2024-10-30 01:23:29
712,380,8976,QUESTION,Do you offer price matching?,I'm looking at a product on your site and wondering if it's compatible with my current setup. Can someone help me verify?,resolved,low,2023-02-28 16:07:10,2023-03-06 16:07:10
479,749,23,question,How do I ret...,I placed an order 3 days ago and haven't received any shipping updates. Could you please let me know the current status?,resolved,medium,2025-06-06 15:39:17,None
932,2295,,complaint,Reefuund noot prooceesseed,I received a completely wrong item. I ordered a laptop charger and got a phone case instead. Very frustrated with this mistake.,closed,medium,2025-06-26 12:09:20,2025-06-27 12:09:20
796,3209,,suggestion,Loyalty rewards program,  I think you should consider using more sustainable packaging materials. The amount of plastic in my last shipment was excessive.  	,resolved,medium,2023-11-21 19:13:11,2023-11-26 19:13:11
123,1249,567,complaint,None,My order was supposed to arrive last week and the tracking hasn't updated in 5 days. This is extremely disappointing service.,closed,high,  2025-06-20 07:01:14  ,2025-06-27 07:01:14
1471,2411,6872,complaint,,My order was supposed to arrive last week and the tracking hasn't updated in 5 days. This is extremely disappointing service.,resolved,high,2025-06-21 10:01:40,N/A
1177,3425,,complaint,Defective product received,The product I received looks nothing like the photos on the website. The quality is much lower than advertised. I want a full refund.,resolved,medium,2025-06-01 22:38:07,2025-06-04 22:38:07
177,3431,,praise,,The new website redesign is fantastic. Everything is easy to find and the checkout process is seamless. Great job to the whole team!,resolved_typo,LOW,2025-06-16 17:19:40,2025-06-21 17:19:40
732,104,3263,suggestion,IMPROVE MOBILE APP EXPERIENCE,A loyalty rewards program would make me shop here even more often. Points for purchases that can be redeemed for discounts would be amazing.,OPEN,MEDIUM,2024-11-22 01:56:35,
560,194,8572,question,Do you offer price matching?,I'M LOOKING AT A PRODUCT ON YOUR SITE AND WONDERING IF IT'S COMPATIBLE WITH MY CURRENT SETUP. CAN SOMEONE HELP ME VERIFY?,  closed  ,,not available,2025-06-27 12:06:07
625,2646,8393,suggestion,Improve mobile app experience,I think you should consider using more sustainable packaging mat... ,closed,medium,2023-09-08 14:13:24,2023-09-12 14:13:24
840,16,49,QUESTION,When will my order ship?,I'm looking at a product on your site and wondering if it's compatible with my current setup. Can someone help me verify?,,medium,30.08.2024,2024-09-01 22:05:35
869,3491,2406,praise,Great website experience,The new website redesign is fantastic. Everything is easy to find ...,resolved,med,,UNKNOWN
722,188,,complaint,Order arrived damaged,My order was supposed to arrive last week and the tracking has...,closed,low,2024-08-06 09:03:15,2024-08-11 09:03:15
1025,2873,16,praise,Quick refund processing,"Wow, my order arrived in just 2 days! The product was packaged ...",resolved,medium,2024-09-24 06:16:25,2024-10-01 06:16:25
1342,3050,,suggestion_typo,Add more payment options,,closed,medium,2025-03-02 22:26:27,2025-03-05 22:26:27
316,3693,6408,question,,,resolved,high,2025-01-16 16:18:51,2025-01-20 16:18:51
1196,4882,6118,question,Can I cancel my order?,Just checking on the warranty coverage for electronics. Does it cover accidental damage or just manufacturing defects?,resolved,,2024-02-09 17:47:01,2024-02-13 17:47:01
368,4588,6206,question,,"Just checking on the warranty coverage for electronics. Does it cover accidental damage or just manufacturing defects?
",resolved,high,2025-06-15 10:48:42 ,2025-06-22 10:48:42
1145,4158,3094,suggestion,Add more payment options,Your mobile app could really use some improvements. The search function is slow and filtering products is not intuitive.,resolved,low,2024-10-14 11:02:20,2024-10-15 11:02:20
50,1655,6181,question,Can I change my shipping address?,I'm looking at a product on your site and wondering if it's compatible with my current setup. Can someone help me verify?,RESOLVED,low,2025-06-25 11:09:48,2025-07-02 11:09:48
1326,4408,4052,question,Where is my tracking number?,I placed an order 3 days ago and haven't received any shipping updates. Could you please let me know the current status?,  closed  ,high,2025-06-10 03:01:37,2025-06-13 03:01:37
674,4596,145,complaint,Package was lost,My order arrived today but the box was completely crushed and the product inside is damaged. This is unacceptable and I need a replacement sent immediately.,  closed  ,medium,2025-06-15 04:26:40,2025-06-20 04:26:40
309,4628,5637,question,--,I need to change the shipping address on my recent order. Is that still possible at this point?,in_progress,Medium,2025-06-17 21:28:57,
209,127,9109,question,DO YOU OFFER PRICE MATCHING?,I need to change the shipping address on my recent order. Is that still possible at this point?,RESOLVED,medium,2025-06-17 01:14:46,2025-06-20 01:14:46
578,1508,4897,,Improve return process,--,closed,medium,2024-12-11 17:54:36,2024-12-18 17:54:36
1214,3021,7785,suggestion,Better search...,It would be great if you could add more payment options like cryptocurrency or buy-now-pay-later services. I think a lot of customers would appreciate it.,closed,low,2022-03-28 09:50:20,2022-04-04 09:50:20
1188,3130,9760,question,Do you offer price matching?,I'M LOOKING AT A PRODUCT ON YOUR SITE AND WONDERING IF IT'S COMPATIBLE WITH MY CURRENT SETUP. CAN SOMEONE HELP ME VERIFY?,open,UNKNOWN,2025-06-11 14:01:31,
1406,284,3720,question,Is this product compatible?,I need to change the shipping address on my recent order. Is that still possible at this point?,closed,low,2025-06-27 08:00:09,2025-07-01 08:00:09
491,2929,4639,,Missing items from my order,My order was supposed to arrive last week and the tracking hasn't updated in 5 days. This is extremely disappointing service.,  resolved  ,low,2022-05-14 08:28:11,2022-05-18 08:28:11
1221,3500,8430,question,What payment methods do you accept?,I need to change the shipping address on my recent order. Is that still possible at this point?,  resolved  ,,2025-06-04 22:50:24,2025-06-08 22:50:24
933,4299,6500,complaint,Package was lost,My order arrived today but the box was completely crushed and the product inside is damaged. This is unacceptable and I need a replacement sent immediately.,  closed  ,low,2025-02-13 05:50:25,2025-02-16 05:50:25
883,450,6443,question,Can I change my shipping address?,I'm looking at a product on your site and wondering if it's compatible with my current setup. Can someone help me verify?,closed,#N/A,2025-06-30 04:32:56,
807,975,374,,Is this item in stock?,I placed an order 3 days ago and haven't received any shipping updates. Could you please let me know the current status?,open,MEDIUM,2025-06-28 14:15:23,
759,4194,,  question  ,When will my order ship?,I'm looking at a product on your site and wondering if it's compatible with my current setup. Can someone help me verify?,open,MEDIUM,2025-06-13 12:11:07 ,
1470,4258,,SUGGESTION,Improve mobile app experience,Your mobile app could really use some improvements. The search function is slow and filtering products is not intuitive.,,medium,2025-06-06 10:37:58,2025-06-10 10:37:58
923,252,,SUGGESTION,Better packaging needed,It would be great if you could add more payment options like cryptocurrency o...,closed,medium,2023-07-06 09:03:28,2023-07-08 09:03:28
1361,45,1607,,Is this product compatible?,I placed an order 3 days ago and haven't received any shipping updates. Could you please let me know the current status?,  resolved  ,low,2024-11-06 10:11:16,2024-11-12 10:11:16
306,2483,,question,Where is my tracking number?,Just checking on the warranty coverage for electronics. Does it cover accidental damage or just manufacturing defects?,resolved,low,2025-05-29 22:22:50 
1148,3145,,question,Is this product compatible?,Just checking on the warranty coverage for electronics. Does it cover accidental damage or just manufacturing defects?,resolved,high,2023-11-30 20:56:10,2023-12-07 20:56:10
495,3340,4392,question,Where is my tracking number?,I need to change the shipping address on my recent order. Is that still possible at this point?,resolved,low,2025-06-25 16:50:33,2025-06-30 16:50:33
296,4160,4026,complaint,  Refund not processed  	,MY ORDER WAS SUPPOSED TO ARRIVE LAST WEEK AND THE TRACKING HASN'T UPDATED IN 5 DAYS. THIS IS EXTREMELY DISAPPOINTING SERVICE.,open,medium,2023-09-05 06:30:38,
404,1409,8248,suggestion,IMPROVE RETURN PROCESS,null,,low,2025-06-29 16:51:12,2025-06-30 16:51:12
759,1000014,,  question  ,When will my order ship?,I'm looking at a product on your site and wondering if it's compatible with my current setup. Can someone help me verify?,open,MEDIUM,2025-06-13 12:11:07 ,
1485,1698,,complaint,Charged incorrectly,,resolved,medium,2025-03-16 19:39:42,2025-03-18 19:39:42
284,2844,5820,complaint,Package was lost,The product I received looks nothing like the photos on the website. The quality is much lower than advertised. I want a full refund.,RESOLVED,high,2025-06-30 07:03:24,2025-07-01 07:03:24
1001,970,,complaint,Late delivery,My order arrived today but the box was completely crushed and the product inside is damaged. This is unacceptable and I need a replacement sent immediately.,resolved,high,2025-06-27 16:22:20,2025-07-04 16:22:20
1065,3690,9007,  complaint  ,,  I received a completely wrong item. I ordered a laptop charger and got a phone case instead. Very frustrated with this mistake.  	,,HIGH,2025-01-24 08:16:20,
1317,675,2424,question,Where is my tracking number?,I'm looking at a product on your site and wondering if it's compatible with my current setup. Can someone help me verify?,closed,low,2023-09-17 00:13:56,2023-09-18 00:13:56
695,2317,,question,What payment methods do you accept?,Just checking on the warranty coverage for electronics. Does it cover accidental damage or just manufacturing defects?,resolved,medium,2025-06-23 23:44:14,2025-06-24 23:44:14
1307,4134,1085,complaint,Missing items...,The product I received looks nothing like the photos on the website. The quality is much lower than advertised. I want a full refund.,resolved,high,2025-05-22 01:04:51,3025-05-24 01:04:51
1156,986,,null,Refund not processed,I received a completely wrong item. I ordered a laptop charger and got a phone case instead. Very frustrated with this mistake.,open,low,2024-10-27 04:38:40,
477,2157,,praise_typo,Best online tech store,"Wow, my order arrived in just 2 days! The product was packaged beautifully and works perfectly. This is why I keep coming back.",resolved,low,2025-03-19 12:50:24,2025-03-24 12:50:24
